Data,Sul,Sudeste,Norte,Nordeste
30/05/2025 13:00:00,"7,09","42,66","10,61","17,92"
30/05/2025 14:00:00,"6,63","42,51","11,42","18,71"
30/05/2025 15:00:00,"6,29","42,56","13,02","18,39"
30/05/2025 16:00:00,"6,94","41,47","16,99","16,53"
30/05/2025 17:00:00,"7,15","42,4","19,25","16,45"
30/05/2025 18:00:00,"8,11","43,78",18,"19,74"
30/05/2025 19:00:00,"7,8","42,22","16,62","21,18"
30/05/2025 20:00:00,"7,34","40,97","14,65","22,14"
30/05/2025 21:00:00,"6,41","40,22","13,43","23,06"
30/05/2025 22:00:00,"4,91","38,89","13,63","22,26"
30/05/2025 23:00:00,"3,82","36,16","13,8","21,16"
31/05/2025 00:00:00,"3,33","33,85","13,31",20
31/05/2025 01:00:00,"3,35","31,93","12,38","19,32"
31/05/2025 02:00:00,"3,32","30,14","11,84","19,47"
31/05/2025 03:00:00,"3,35","29,28","11,63","19,59"
31/05/2025 04:00:00,"3,35","29,05","11,32","19,66"
31/05/2025 05:00:00,"3,37","29,08","11,7","19,33"
31/05/2025 06:00:00,"3,5","29,25","11,44","20,42"
31/05/2025 07:00:00,"4,4","31,01","10,94",21
31/05/2025 08:00:00,"5,79","32,72","9,87","21,51"
31/05/2025 09:00:00,"6,79","34,27","9,6","20,34"
31/05/2025 10:00:00,"7,39","35,78","9,77","18,97"
31/05/2025 11:00:00,"7,57","36,76","10,08","17,8"
31/05/2025 12:00:00,"7,28","36,95",10,17
31/05/2025 13:00:00,"7,01","36,26","10,02","17,1"
31/05/2025 14:00:00,"6,34","35,32","10,22","18,11"
31/05/2025 15:00:00,"5,36","34,78","11,04","19,21"
31/05/2025 16:00:00,"5,04","35,69","12,99","19,5"
31/05/2025 17:00:00,"5,75","39,18","15,62","18,85"
31/05/2025 18:00:00,"7,28","40,64","15,66","22,01"
31/05/2025 19:00:00,"6,61","38,62","15,24","22,49"
31/05/2025 20:00:00,"4,75","38,36","14,32","22,57"
31/05/2025 21:00:00,"3,96","37,16","12,73","23,33"
31/05/2025 22:00:00,"3,58","34,5","12,16","23,49"
31/05/2025 23:00:00,"3,51","31,69","11,78","23,05"
01/06/2025 00:00:00,"3,55","29,83","10,68","22,84"
01/06/2025 01:00:00,"3,66","27,53","9,9","22,62"
01/06/2025 02:00:00,"3,61","26,8","8,92","22,35"
01/06/2025 03:00:00,"3,63","26,34","8,17","21,91"
01/06/2025 04:00:00,"3,62","26,05","8,05","21,65"
01/06/2025 05:00:00,"3,53","26,04","7,79","21,81"
01/06/2025 06:00:00,"3,51","25,96","7,63","21,84"
01/06/2025 07:00:00,"3,78","27,25","6,96","21,54"
01/06/2025 08:00:00,"4,74","29,65","7,25","19,1"
01/06/2025 09:00:00,"5,5","32,24","7,73","16,11"
01/06/2025 10:00:00,"6,19","33,89","7,92","14,36"
01/06/2025 11:00:00,"6,63","35,15","8,45","13,12"
01/06/2025 12:00:00,"6,7","35,11","8,51","12,83"
01/06/2025 13:00:00,"6,52","34,32","8,61","12,68"
01/06/2025 14:00:00,"5,92","32,79","8,49","14,17"
01/06/2025 15:00:00,"5,08","32,04","9,59","15,92"
01/06/2025 16:00:00,"5,31","33,52","12,27","15,35"
01/06/2025 17:00:00,"5,57","37,09","15,41","16,69"
01/06/2025 18:00:00,"8,02","38,64","15,95","19,15"
01/06/2025 19:00:00,"7,15","36,84","15,35","20,51"
01/06/2025 20:00:00,"6,43","35,87","13,84","22,04"
01/06/2025 21:00:00,"5,77","35,42","12,29","23,26"
01/06/2025 22:00:00,"5,26","34,11","11,45","22,85"
01/06/2025 23:00:00,"4,95","31,59","10,74","22,32"
02/06/2025 00:00:00,"4,2","30,24","10,17","21,3"
02/06/2025 01:00:00,"3,32","29,06","10,22","20,9"
02/06/2025 02:00:00,"3,42","27,68","9,66","21,28"
02/06/2025 03:00:00,"3,48","27,14","9,58","21,36"
02/06/2025 04:00:00,"3,52","27,57","9,57","21,35"
02/06/2025 05:00:00,"3,61","29,75","10,67","20,9"
02/06/2025 06:00:00,"4,59","32,56","11,16","21,55"
02/06/2025 07:00:00,"6,39","35,24","9,55","22,95"
02/06/2025 08:00:00,"7,7","37,84","8,78","23,59"
02/06/2025 09:00:00,"8,22","39,27","8,63","23,34"
02/06/2025 10:00:00,"9,17","40,27","8,82","23,22"
02/06/2025 11:00:00,"10,24","41,01","8,76","21,68"
02/06/2025 12:00:00,"7,45","41,5","8,67","22,12"
02/06/2025 13:00:00,"8,03","41,15","9,09","22,9"
02/06/2025 14:00:00,"9,99","39,77","9,5","23,25"
02/06/2025 15:00:00,"10,24","39,41","11,17","22,44"
02/06/2025 16:00:00,"9,99","39,84","13,36","21,55"
02/06/2025 17:00:00,"8,86","41,62","14,83","21,19"
02/06/2025 18:00:00,"9,23","43,68","14,98","22,02"
02/06/2025 19:00:00,"9,34","42,49","14,82","22,09"
02/06/2025 20:00:00,"9,03","42,02","14,39","21,56"
02/06/2025 21:00:00,"8,24","41,08","13,9","22,16"
02/06/2025 22:00:00,"7,49","37,26","14,17","22,17"
02/06/2025 23:00:00,"5,35","35,07","13,17","21,92"
03/06/2025 00:00:00,"4,25","32,8","11,76","22,04"
03/06/2025 01:00:00,"4,04","30,84","10,68","22,19"
03/06/2025 02:00:00,"3,65","30,07","10,09","21,98"
03/06/2025 03:00:00,"3,5","29,96","9,93","21,56"
03/06/2025 04:00:00,"3,41","29,91","9,93","22,04"
03/06/2025 05:00:00,"3,89","31,47","10,82","21,93"
03/06/2025 06:00:00,"5,41","33,81","11,75","22,13"
03/06/2025 07:00:00,"7,16","36,47","11,22","22,58"
03/06/2025 08:00:00,"8,39","39,15","9,91","23,82"
03/06/2025 09:00:00,"10,28","39,21","9,44","23,64"
03/06/2025 10:00:00,"11,43","39,3","9,12","23,97"
03/06/2025 11:00:00,"11,42","39,84","9,07","23,71"
03/06/2025 12:00:00,"9,45","40,41","9,06","22,16"
03/06/2025 13:00:00,"9,64","39,85","9,71","23,04"
03/06/2025 14:00:00,"10,14","39,16","10,29","23,79"
03/06/2025 15:00:00,"10,12","39,82","11,12","22,85"
03/06/2025 16:00:00,"10,24","40,5","13,76","21,25"
03/06/2025 17:00:00,"10,34","41,5","15,85","19,78"
03/06/2025 18:00:00,"10,36","43,17","16,13","21,51"
03/06/2025 19:00:00,"10,1","42,29","16,17","21,56"
03/06/2025 20:00:00,"9,46","41,68","16,05","21,2"
03/06/2025 21:00:00,"8,77","40,84","14,77","22,1"
03/06/2025 22:00:00,"7,68","38,14","14,16","22,35"
03/06/2025 23:00:00,"5,59","35,43","13,31","22,38"
04/06/2025 00:00:00,"4,35","33,65","10,93","22,94"
04/06/2025 01:00:00,"4,22","31,63","9,95","22,85"
04/06/2025 02:00:00,"4,21","30,1","9,83","22,43"
04/06/2025 03:00:00,"4,26","29,36","9,7","22,1"
04/06/2025 04:00:00,"4,27","29,72","9,95","21,83"
04/06/2025 05:00:00,"4,99","30,74","11,72","21,19"
04/06/2025 06:00:00,"6,04","34,04","11,75","21,84"
04/06/2025 07:00:00,"8,13","35,75","10,12","23,37"
04/06/2025 08:00:00,"8,93","38,8","8,77","23,89"
04/06/2025 09:00:00,"9,67","39,67","9,27","22,45"
04/06/2025 10:00:00,"10,8","41,03","9,44","21,04"
04/06/2025 11:00:00,"11,29","42,16","9,42","19,68"
04/06/2025 12:00:00,"9,54","41,67","9,37","19,26"
04/06/2025 13:00:00,"8,59","43,29","9,7",20
04/06/2025 14:00:00,"9,26","44,11","9,58","20,82"
04/06/2025 15:00:00,"9,8","44,14","10,55","20,61"
04/06/2025 16:00:00,"10,43","42,55","14,14","19,74"
04/06/2025 17:00:00,"10,14",43,"17,57","17,89"
04/06/2025 18:00:00,"10,76","44,08","17,65","19,74"
04/06/2025 19:00:00,"10,17","43,32","16,86","20,37"
04/06/2025 20:00:00,"8,94","43,01","15,23","21,45"
04/06/2025 21:00:00,"8,22","42,16",14,"22,63"
04/06/2025 22:00:00,"7,93","38,6","13,68","22,8"
04/06/2025 23:00:00,"5,74","36,64","13,45","21,89"
05/06/2025 00:00:00,"4,56","34,08","13,15","20,92"
05/06/2025 01:00:00,"4,2","31,96","12,3","20,65"
05/06/2025 02:00:00,"4,27","30,75","11,82","20,3"
05/06/2025 03:00:00,"4,5","30,5","10,87","20,17"
05/06/2025 04:00:00,"4,64","30,55","10,96","20,14"
05/06/2025 05:00:00,"4,72","32,45","11,97","19,79"
05/06/2025 06:00:00,"6,26","34,76","11,98","20,29"
05/06/2025 07:00:00,"7,33","37,01","10,06","23,2"
05/06/2025 08:00:00,"8,45","39,86","9,32","23,56"
05/06/2025 09:00:00,"10,3","39,96","9,49","22,78"
05/06/2025 10:00:00,"10,47","41,52","9,69","22,12"
05/06/2025 11:00:00,"10,39","41,78","9,89","22,01"
05/06/2025 12:00:00,"9,18","41,42","9,94","21,42"
05/06/2025 13:00:00,"9,35","42,77","9,73","21,5"
05/06/2025 14:00:00,"9,35","44,76","9,82","21,38"
05/06/2025 15:00:00,"9,27","45,28","11,39","20,57"
05/06/2025 16:00:00,"9,55","44,69","14,76","18,58"
05/06/2025 17:00:00,"9,79","44,01","16,7","17,62"
05/06/2025 18:00:00,"9,09","44,54","17,17","20,24"
05/06/2025 19:00:00,"9,1","43,6","15,91","21,13"
05/06/2025 20:00:00,"8,69","41,88","14,87","21,48"
05/06/2025 21:00:00,"8,37","41,62","14,15","21,46"
05/06/2025 22:00:00,"8,28","38,1","13,97","21,79"
05/06/2025 23:00:00,"7,38","34,75","13,51","21,28"
06/06/2025 00:00:00,"6,27","33,27","12,81","20,5"
06/06/2025 01:00:00,"5,11","32,1","11,83","20,48"
06/06/2025 02:00:00,"4,64","31,39","10,68","20,56"
06/06/2025 03:00:00,"4,57","31,23","10,22","20,31"
06/06/2025 04:00:00,"4,51","31,37","10,1","20,57"
06/06/2025 05:00:00,"4,68","33,02","11,45","20,15"
06/06/2025 06:00:00,"5,56","34,95","12,29","21,21"
06/06/2025 07:00:00,"7,6","37,97","11,03","21,34"
06/06/2025 08:00:00,"9,22","39,41","9,55","22,98"
06/06/2025 09:00:00,"10,24","39,52","8,92","23,63"
06/06/2025 10:00:00,"10,89","39,59","8,92",24
06/06/2025 11:00:00,"10,92","39,81","9,18","23,79"
06/06/2025 12:00:00,"10,39","39,75","9,23","22,37"
06/06/2025 13:00:00,"10,2","42,13","9,84","21,57"
06/06/2025 14:00:00,"9,78","43,5","11,01","20,83"
06/06/2025 15:00:00,"9,73","43,21","12,24","19,93"
06/06/2025 16:00:00,"9,44","42,41","16,24","18,11"
06/06/2025 17:00:00,"9,58","43,59","18,33","16,95"
06/06/2025 18:00:00,"9,78","44,26","17,29","20,06"
06/06/2025 19:00:00,"9,82","43,08","15,03","21,65"
06/06/2025 20:00:00,"8,87","43,15","12,93","22,25"
06/06/2025 21:00:00,"8,12","42,55","12,63","22,29"
06/06/2025 22:00:00,"7,21","40,43","12,48","22,48"
06/06/2025 23:00:00,"6,07","37,93","12,69","21,75"
07/06/2025 00:00:00,"4,97","35,08","12,91","21,18"
07/06/2025 01:00:00,"4,55","33,56","11,84","20,54"
07/06/2025 02:00:00,"4,3","32,98","10,39","20,28"
07/06/2025 03:00:00,"4,22","32,85","9,53","20,18"
07/06/2025 04:00:00,"4,15","32,62","9,81","19,79"
07/06/2025 05:00:00,"4,2","33,01","9,83","19,72"
07/06/2025 06:00:00,"4,55","33,55","9,51","20,43"
07/06/2025 07:00:00,"5,53","35,76","7,75","21,33"
07/06/2025 08:00:00,"6,5","38,65","6,4","21,84"
07/06/2025 09:00:00,"7,23","39,33","6,21","22,12"
07/06/2025 10:00:00,"7,34","40,07","6,54","21,82"
07/06/2025 11:00:00,"7,74","40,44","6,8","21,09"
07/06/2025 12:00:00,"7,84","40,11","6,84","20,45"
07/06/2025 13:00:00,"7,19","39,92","7,07","20,33"
07/06/2025 14:00:00,"6,27","40,14","7,47","20,11"
07/06/2025 15:00:00,"5,44","41,38","8,42","19,28"
07/06/2025 16:00:00,"6,12","42,22","9,57","18,91"
07/06/2025 17:00:00,"7,2","44,04","13,22","18,05"
07/06/2025 18:00:00,"8,42","42,87","15,29","21,15"
07/06/2025 19:00:00,"7,99","39,68","14,87","22,58"
07/06/2025 20:00:00,"6,53","38,59","13,92","22,85"
07/06/2025 21:00:00,"5,15","37,67","13,47","23,21"
07/06/2025 22:00:00,"4,66","35,55","12,91","23,28"
07/06/2025 23:00:00,"4,45","34,01","12,4","22,05"
08/06/2025 00:00:00,"4,26","31,99","11,41","21,71"
08/06/2025 01:00:00,"4,18","30,75","9,47","21,7"
08/06/2025 02:00:00,"4,13","29,95","7,9","21,77"
08/06/2025 03:00:00,"4,1","29,81",7,"21,47"
08/06/2025 04:00:00,"4,11","29,54","6,72","21,16"
08/06/2025 05:00:00,"4,07","29,81","7,01","20,36"
08/06/2025 06:00:00,"4,15","29,82","6,9","20,14"
08/06/2025 07:00:00,"4,29","30,5","7,09","19,42"
08/06/2025 08:00:00,"4,32","32,05","7,38","18,95"
08/06/2025 09:00:00,"4,89","35,11","6,78","17,59"
08/06/2025 10:00:00,"5,32","37,27","7,08","16,79"
08/06/2025 11:00:00,"5,71","38,41","7,4","16,81"
08/06/2025 12:00:00,"5,62","39,44","7,39","15,6"
08/06/2025 13:00:00,"5,54","38,37","7,2","15,14"
08/06/2025 14:00:00,"5,25","36,96","7,49","15,24"
08/06/2025 15:00:00,"5,13","37,08","8,62","15,02"
08/06/2025 16:00:00,"6,13","38,04","10,48","14,32"
08/06/2025 17:00:00,"6,08","40,64","13,42","16,12"
08/06/2025 18:00:00,"6,79","41,44","14,17","19,42"
08/06/2025 19:00:00,"6,32","39,74","13,7","21,48"
08/06/2025 20:00:00,"5,88","37,75","12,99","22,84"
08/06/2025 21:00:00,"5,76","36,03","13,11","22,99"
08/06/2025 22:00:00,"5,25","33,63","13,17","23,04"
08/06/2025 23:00:00,"4,97","31,46","13,12","21,73"
09/06/2025 00:00:00,"4,79","31,27","11,57","20,06"
09/06/2025 01:00:00,"4,53","31,31","10,43","18,88"
09/06/2025 02:00:00,"4,5","31,34","9,84","18,03"
09/06/2025 03:00:00,"4,48","31,99","9,91","16,78"
09/06/2025 04:00:00,"4,46","34,17","9,39","15,5"
09/06/2025 05:00:00,"4,46","37,66","10,24","14,23"
09/06/2025 06:00:00,"5,79","39,84","11,94","14,39"
09/06/2025 07:00:00,"7,8","40,69","11,68","16,41"
09/06/2025 08:00:00,"9,63","42,49","9,25","19,33"
09/06/2025 09:00:00,"10,01","43,79","8,91","19,76"
09/06/2025 10:00:00,"12,01","44,04","9,26","18,95"
09/06/2025 11:00:00,"12,32","45,04","9,58","18,24"
09/06/2025 12:00:00,"11,03","43,89","9,3","18,32"
09/06/2025 13:00:00,"11,1","43,71","10,14","18,35"
09/06/2025 14:00:00,"11,09","43,32","11,79","17,91"
09/06/2025 15:00:00,"10,75","43,5","13,3","16,71"
09/06/2025 16:00:00,"10,94","43,92","16,43","14,18"
09/06/2025 17:00:00,"11,1","44,76","18,21","13,08"
09/06/2025 18:00:00,"11,47","45,22","18,18","15,69"
09/06/2025 19:00:00,"10,54","44,08","18,04","17,35"
09/06/2025 20:00:00,"10,34","42,26","17,87","17,87"
09/06/2025 21:00:00,"9,66","41,32","17,26","18,17"
09/06/2025 22:00:00,"7,97","40,42","15,39","18,3"
09/06/2025 23:00:00,"5,51","38,21","15,04","18,01"
10/06/2025 00:00:00,"4,79","36,5","14,42","16,22"
10/06/2025 01:00:00,"4,41","35,75","12,74","15,75"
10/06/2025 02:00:00,"4,29","35,83","11,58","14,92"
10/06/2025 03:00:00,"4,28","35,93","11,4","14,19"
10/06/2025 04:00:00,"4,35","36,97","11,28","13,65"
10/06/2025 05:00:00,"4,72","38,77","12,6","13,14"
10/06/2025 06:00:00,"6,16","39,44","14,1","14,28"
10/06/2025 07:00:00,"8,69","39,3","11,79","17,83"
10/06/2025 08:00:00,"10,42","41,5","9,29","20,44"
10/06/2025 09:00:00,"11,74","41,44","9,31","20,78"
10/06/2025 10:00:00,"13,83","41,46","9,46","19,06"
10/06/2025 11:00:00,"13,41","42,13","9,62","18,37"
10/06/2025 12:00:00,"10,68","42,75","9,63","17,89"
10/06/2025 13:00:00,"9,89","44,18","9,65","17,67"
10/06/2025 14:00:00,"9,32","45,88","9,53","17,62"
10/06/2025 15:00:00,"9,66","45,39","10,32","17,57"
10/06/2025 16:00:00,"10,71","44,05","13,4","16,78"
10/06/2025 17:00:00,"10,76","43,68","15,92","16,96"
10/06/2025 18:00:00,"11,62","43,84","17,51","18,94"
10/06/2025 19:00:00,"11,76","42,03","17,14","20,03"
10/06/2025 20:00:00,"11,18","41,04","16,53","20,46"
10/06/2025 21:00:00,"10,67","39,92","15,76","21,02"
10/06/2025 22:00:00,"9,5","37,94","14,55","20,93"
10/06/2025 23:00:00,"7,06","36,34","13,59","20,64"
11/06/2025 00:00:00,"5,55","35,13","11,83","19,91"
